日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260209,15:00,3131,シンデンハイテク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549262.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/3131_1500_シンデンハイテク_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 悪化,2,2 7,説明資料,https://www.release.tdnet.info/inbs/140120260205549262.pdf
20260209,15:30,3154,メディアスHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551872.pdf"", ""2026年6月期中間決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/3154_1530_メディアスHD_2026年6月期中間決算説明資料.pdf"", ""2026年6月期中間決算説明資料"")",価格交渉 悪化,2,19 43,説明資料,https://www.release.tdnet.info/inbs/140120260209551872.pdf
20260209,08:00,3556,G-リネットジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551063.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3556_0800_G-リネットジャパン_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",大幅 上方修正,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206551063.pdf
20260209,15:30,3970,G-イノベーション,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552021.pdf"", ""2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ)"")","=HYPERLINK(""pdf_tmp/20260209/3970_1530_G-イノベーション_2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ).pdf"", ""2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ)"")",上方修正 下方修正,2,3 4,その他,https://www.release.tdnet.info/inbs/140120260209552021.pdf
20260209,13:00,4025,多木化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260126538171.pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/4025_1300_多木化学_令和7年12月期 決算短信〔日本基準〕(連結).pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")",値上 大幅 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260126538171.pdf
20260209,13:00,4025,多木化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550633.pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について"")","=HYPERLINK(""pdf_tmp/20260209/4025_1300_多木化学_資本コストや株価を意識した経営の実現に向けた対応について.pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について"")",値上 大幅 上方修正,2,1 2,資本コストや株価,https://www.release.tdnet.info/inbs/140120260206550633.pdf
20260209,14:00,4186,東応化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551175.pdf"", ""2025年12月期決算短信 〔日本基準〕<連結>"")","=HYPERLINK(""pdf_tmp/20260209/4186_1400_東応化_2025年12月期決算短信 〔日本基準〕_連結_.pdf"", ""2025年12月期決算短信 〔日本基準〕<連結>"")",大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551175.pdf
20260209,15:30,4523,エーザイ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551213.pdf"", ""2025年度第3四半期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260209/4523_1530_エーザイ_2025年度第3四半期 決算説明会資料.pdf"", ""2025年度第3四半期 決算説明会資料"")",大幅 トップシェア,2,6 9,その他,https://www.release.tdnet.info/inbs/140120260209551213.pdf
20260209,15:30,4523,エーザイ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551165.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/4523_1530_エーザイ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅,2,5 9,決算短信,https://www.release.tdnet.info/inbs/140120260209551165.pdf
20260209,14:00,4635,東インキ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260123537940.pdf"", ""2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/4635_1400_東インキ_2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ.pdf"", ""2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ"")",価格改定 計画を上 上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260123537940.pdf
20260209,15:40,4884,G-クリングル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550765.pdf"", ""2026年9月期第1四半期決算について(決算説明資料)"")","=HYPERLINK(""pdf_tmp/20260209/4884_1540_G-クリングル_2026年9月期第1四半期決算について(決算説明資料).pdf"", ""2026年9月期第1四半期決算について(決算説明資料)"")",トップシェア 悪化,2,23 28,説明資料,https://www.release.tdnet.info/inbs/140120260206550765.pdf
20260209,14:00,5142,アキレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550510.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5142_1400_アキレス_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 需要の回復 悪化 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260206550510.pdf
20260209,14:00,5142,アキレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548439.pdf"", ""通期業績予想の上方修正及び特別損失の計上に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/5142_1400_アキレス_通期業績予想の上方修正及び特別損失の計上に関するお知らせ.pdf"", ""通期業績予想の上方修正及び特別損失の計上に関するお知らせ"")",上方修正 大幅,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260205548439.pdf
20260209,15:30,5535,ミガロHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551626.pdf"", ""2026年3月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/5535_1530_ミガロHD_2026年3月期 第3四半期 決算説明資料.pdf"", ""2026年3月期 第3四半期 決算説明資料"")",大幅 上方修正,2,9 23,説明資料,https://www.release.tdnet.info/inbs/140120260209551626.pdf
20260209,15:30,5631,日製鋼所,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547367.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5631_1530_日製鋼所_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 悪化,2,4 13,決算短信,https://www.release.tdnet.info/inbs/140120260204547367.pdf
20260209,15:30,5715,古河機金,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547297.pdf"", ""2026年3月期 通期業績予想および期末配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/5715_1530_古河機金_2026年3月期 通期業績予想および期末配当予想の修正に関するお知らせ.pdf"", ""2026年3月期 通期業績予想および期末配当予想の修正に関するお知らせ"")",上方修正 計画を下,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260204547297.pdf
20260209,14:00,5803,フジクラ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550334.pdf"", ""2026年3月期通期連結業績予想及び期末配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/5803_1400_フジクラ_2026年3月期通期連結業績予想及び期末配当予想の修正に関するお知らせ.pdf"", ""2026年3月期通期連結業績予想及び期末配当予想の修正に関するお知らせ"")",上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260206550334.pdf
20260209,14:00,5805,SWCC,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551703.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5805_1400_SWCC_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",増産 大幅 上方修正,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551703.pdf
20260209,16:30,6098,リクルートHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549510.pdf"", ""2026年3月期第3四半期決算説明会・MMT事業について"")","=HYPERLINK(""pdf_tmp/20260209/6098_1630_リクルートHD_2026年3月期第3四半期決算説明会・MMT事業について.pdf"", ""2026年3月期第3四半期決算説明会・MMT事業について"")",上方修正 大幅,2,2 56,その他,https://www.release.tdnet.info/inbs/140120260205549510.pdf
20260209,15:30,6588,東芝テック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551381.pdf"", ""2025年度第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/6588_1530_東芝テック_2025年度第3四半期決算説明資料.pdf"", ""2025年度第3四半期決算説明資料"")",価格改定 下方修正 悪化,2,4 19,説明資料,https://www.release.tdnet.info/inbs/140120260209551381.pdf
20260209,15:00,7466,SPK,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551498.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/7466_1500_SPK_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",増産 大幅 需要回復 需要が低 価格改定,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551498.pdf
20260209,13:00,7966,リンテック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550653.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/7966_1300_リンテック_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要が低 増産,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206550653.pdf
20260209,15:30,8086,ニプロ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551238.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/8086_1530_ニプロ_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 シェア拡大 価格改定,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551238.pdf
20260209,15:30,8344,山形銀,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545498.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/8344_1530_山形銀_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",上方修正 悪化,2,10 12,決算短信,https://www.release.tdnet.info/inbs/140120260203545498.pdf
20260209,15:30,8802,三菱地所,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551420.pdf"", ""2025年度第3四半期決算ハイライト"")","=HYPERLINK(""pdf_tmp/20260209/8802_1530_三菱地所_2025年度第3四半期決算ハイライト.pdf"", ""2025年度第3四半期決算ハイライト"")",上方修正 大幅 下方修正,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260209551420.pdf
20260209,16:00,8996,ハウスフリーダム,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545777.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/8996_1600_ハウスフリーダム_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",シェア拡大,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260203545777.pdf
20260209,15:30,9332,NISSOHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260130543528.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/9332_1530_NISSOHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260130543528.pdf
20260209,15:30,9332,NISSOHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203546196.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/9332_1530_NISSOHD_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",悪化 増産,2,14 15,説明資料,https://www.release.tdnet.info/inbs/140120260203546196.pdf
20260209,15:00,9342,G-スマサポ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549080.pdf"", ""2026年9月期第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/9342_1500_G-スマサポ_2026年9月期第1四半期決算説明資料.pdf"", ""2026年9月期第1四半期決算説明資料"")",大幅,2,19 24,説明資料,https://www.release.tdnet.info/inbs/140120260205549080.pdf
20260209,15:30,9619,イチネンHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550504.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/9619_1530_イチネンHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206550504.pdf
20260209,15:30,1333,マルハニチロ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551754.pdf"", ""業績予想の修正(上方修正)及び期末配当予想の修正(増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/1333_1530_マルハニチロ_業績予想の修正(上方修正)及び期末配当予想の修正(増配)に関するお知らせ.pdf"", ""業績予想の修正(上方修正)及び期末配当予想の修正(増配)に関するお知らせ"")",上方修正,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260209551754.pdf
20260209,15:00,1798,守谷商会,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551189.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/1798_1500_守谷商会_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格転嫁 大幅 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551189.pdf
20260209,15:30,1946,トーエネック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551214.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")","=HYPERLINK(""pdf_tmp/20260209/1946_1530_トーエネック_2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")",悪化,1,11,決算短信,https://www.release.tdnet.info/inbs/140120260209551214.pdf
20260209,15:30,1992,神田通機,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205547998.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/1992_1530_神田通機_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅 需要が増,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260205547998.pdf
20260209,15:00,2109,DM三井製糖,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551159.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")","=HYPERLINK(""pdf_tmp/20260209/2109_1500_DM三井製糖_2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")",値上 悪化,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260209551159.pdf
20260209,16:00,2207,meito,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549227.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260209/2207_1600_meito_2026年3月期 第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")",価格改定 値上,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260205549227.pdf
20260209,15:30,2268,サーティワン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260208551126.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/2268_1530_サーティワン_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",大幅,1,2,説明資料,https://www.release.tdnet.info/inbs/140120260208551126.pdf
20260209,15:30,2374,セントケアHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550808.pdf"", ""2026年3月期 第3四半期決算短信 〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/2374_1530_セントケアHD_2026年3月期 第3四半期決算短信 〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信 〔日本基準〕(連結)"")",価格転嫁,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260206550808.pdf
20260209,15:30,2389,デジタルHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206549818.pdf"", ""2025年12月期 決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260209/2389_1530_デジタルHD_2025年12月期 決算短信[日本基準](連結).pdf"", ""2025年12月期 決算短信[日本基準](連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260206549818.pdf
20260209,15:00,2461,ファンコミ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550877.pdf"", ""中期経営計画(FY25-27)の一部見直しに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/2461_1500_ファンコミ_中期経営計画(FY25-27)の一部見直しに関するお知らせ.pdf"", ""中期経営計画(FY25-27)の一部見直しに関するお知らせ"")",トップシェア,1,33,その他,https://www.release.tdnet.info/inbs/140120260206550877.pdf
20260209,15:30,2469,ヒビノ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551568.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/2469_1530_ヒビノ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",計画を上,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551568.pdf
20260209,15:30,2469,ヒビノ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551546.pdf"", ""通期業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/2469_1530_ヒビノ_通期業績予想の修正に関するお知らせ.pdf"", ""通期業績予想の修正に関するお知らせ"")",計画を上,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260209551546.pdf
20260209,15:30,3031,ラクーンHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551706.pdf"", ""配当方針の変更(累進配当及び利益連動型加算配当の導入)ならびに配当予想の修正(記念配当による増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/3031_1530_ラクーンHD_配当方針の変更(累進配当及び利益連動型加算配当の導入)ならびに配当予想の修正(記念配当による増配)に関するお知らせ.pdf"", ""配当方針の変更(累進配当及び利益連動型加算配当の導入)ならびに配当予想の修正(記念配当による増配)に関するお知らせ"")",大幅,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260209551706.pdf
20260209,12:30,3036,アルコニックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551395.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3036_1230_アルコニックス_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要回復 レアアース,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551395.pdf
20260209,16:00,3069,JFLAHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551534.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3069_1600_JFLAHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",値上,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260209551534.pdf
20260209,15:30,3097,物語コーポ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551874.pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3097_1530_物語コーポ_2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結).pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551874.pdf
20260209,13:00,3101,東洋紡,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203546095.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3101_1300_東洋紡_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260203546095.pdf
